ward_id,ward_name,city,year,month,composite_score,safety_score,aqi_score,civic_score,transit_score,green_score,affordability_score
3,Atturu,Bengaluru,2021,3,54.29420178192215,63.75441287697106,51.08713352192496,62.135132885464415,59.53974682181266,60.190427852755114,54.37331457507791
3,Atturu,Bengaluru,2022,3,56.779482286319954,50.684342042280846,63.45304574416511,52.39492953513707,37.752120943578106,59.68892820446331,47.09280266853142
3,Atturu,Bengaluru,2023,3,61.39359111815719,69.69087892256616,57.49835212582052,51.70272344873454,78.5263336216662,59.957274084503474,75.39323568946728
3,Atturu,Bengaluru,2024,3,60.384399902804915,56.27337774419663,56.937331760862676,67.40713333314206,53.06128010905602,53.774254836526765,62.08843777655542
17,Chikkasandra,Bengaluru,2021,3,84.74244175519597,86.14366515698327,72.65773656831902,87.04258628917937,100.0,77.54412205992645,85.29233132610807
17,Chikkasandra,Bengaluru,2022,3,85.18982996598828,89.13014478589363,91.26435248560156,82.37965299038339,76.93350373656801,91.37705307555855,94.4932318063637
17,Chikkasandra,Bengaluru,2023,3,86.91454931401094,87.1413972912297,86.96003815462693,92.88045289334644,92.91310654512155,90.95388685916501,95.78832939709397
17,Chikkasandra,Bengaluru,2024,3,81.16209535696159,78.67375440976046,68.98155355218765,82.72769817688507,62.59978630883127,80.47405571961079,82.44143439818889
15,Kammagondanahalli,Bengaluru,2021,3,73.84805998720333,64.45806498598432,59.96850564967976,80.3000712003965,68.25568564365385,66.38927024024102,74.51535778884747
15,Kammagondanahalli,Bengaluru,2022,3,70.09793765648165,72.55574717286166,57.65836160629469,61.131572079853804,71.35212291920757,70.91064008868378,74.22083470142785
15,Kammagondanahalli,Bengaluru,2023,3,77.69824817613856,78.02425514216247,72.38694236437594,83.60197207151263,68.53153822662154,76.47767659025129,65.05193961640654
15,Kammagondanahalli,Bengaluru,2024,3,77.56621152829247,84.28581393853659,83.44543771110341,75.74527041657787,64.4979843311263,70.69495238171419,70.07349847323033
16,Mallasandra,Bengaluru,2021,3,69.08559101586727,72.28953855022189,62.48360792424555,78.18289662913115,78.601467683698,70.17267206609527,72.43721340289784
16,Mallasandra,Bengaluru,2022,3,64.41694168387822,61.536395256903454,72.1523249978093,54.70481145647334,49.05984730415487,55.336994524313276,50.63880575344733
16,Mallasandra,Bengaluru,2023,3,68.97621038266689,68.4596869644134,56.911235202196934,68.80852788500354,67.91508121388952,62.440247780867196,66.99175985980608
16,Mallasandra,Bengaluru,2024,3,68.09813276938881,70.80000578674169,54.45725306255015,65.59038506191824,73.13252939795827,68.16085794099057,78.79282800503847
18,Bagalakunte,Bengaluru,2021,3,43.65018309072394,35.06155803873254,47.92276143691341,34.18040930155638,47.08120634166247,52.454787919223094,45.91440842700031
18,Bagalakunte,Bengaluru,2022,3,48.453721004333175,47.618778814163505,49.82222468381123,57.28301717986368,43.89782651636415,57.67753228081146,60.61424026301509
18,Bagalakunte,Bengaluru,2023,3,42.714451828661296,34.73001185620983,28.26110659820779,34.60331104377987,50.03472276531557,34.138224797865874,37.283720737474134
18,Bagalakunte,Bengaluru,2024,3,42.2535581772679,48.54292782904662,35.709201420469896,34.616854729701025,50.12304479183392,44.832415112865576,53.57771858307949
19,T Dasarahalli,Bengaluru,2021,3,50.0545627189776,45.69525417040373,40.37774903236928,55.06685775179477,62.32795228966816,59.864665558991064,47.43309302632039
19,T Dasarahalli,Bengaluru,2022,3,49.783883022549084,46.59995382760944,62.70660279065602,56.95213805940932,46.943644117549816,54.80130437837903,57.420169245089554
19,T Dasarahalli,Bengaluru,2023,3,51.04528248192479,51.15032993088193,60.839006465157034,47.44627450253702,66.8662116217728,48.82931605660805,36.37041202633374
19,T Dasarahalli,Bengaluru,2024,3,42.932620182990455,39.318892934798754,56.4344791945146,51.94476312174157,45.870135707921904,45.56936442638644,41.38598584234005
37,Peenya,Bengaluru,2021,3,40.90040800126813,44.3507771228089,48.47164388439853,46.731988875785106,52.48513371305029,32.72453006224194,40.733017142345574
37,Peenya,Bengaluru,2022,3,43.10905137080633,41.93966139827387,54.74017685355532,40.1273516218479,27.791732027910562,35.968885011863044,50.95437032233049
37,Peenya,Bengaluru,2023,3,38.62498930879688,30.307125431096825,44.65406325257048,30.08024943608075,51.49939168041113,42.7498338519268,26.06545272805387
37,Peenya,Bengaluru,2024,3,47.48015833258073,44.96557424770313,43.59942274458746,53.73614967773078,65.37010142793508,57.200179609038145,55.081503890348976
20,Nalagadarenahalli,Bengaluru,2021,3,74.81293372685877,80.35587204540751,76.56506121893293,73.2973739117983,91.06710913064822,67.0368833729818,74.59168685558456
20,Nalagadarenahalli,Bengaluru,2022,3,78.66453297981334,69.79059849345009,67.22907046785551,71.01505791535544,84.6329450644559,83.58543056512181,81.16559593272814
20,Nalagadarenahalli,Bengaluru,2023,3,77.72663235510913,73.44087408074634,88.78460620079294,72.19854912549819,96.25553393273358,67.96972184890546,91.8229971563383
20,Nalagadarenahalli,Bengaluru,2024,3,82.8893576968528,83.4433798785788,97.6783015804318,74.36528899156077,85.04352907290563,92.27540840923479,83.58229302195727
21,Chokkasandra,Bengaluru,2021,3,69.00766241829056,68.09848371364603,72.83440482081247,70.69394865675257,85.05398283793012,59.916590025119724,62.436558106057475
21,Chokkasandra,Bengaluru,2022,3,70.95281336735356,70.06594842306782,74.55679130139966,66.50043702697621,58.47765975630401,70.2267814661532,66.55338020813514
21,Chokkasandra,Bengaluru,2023,3,62.82752189809425,72.31541805141758,77.41384423248233,66.79075617848915,64.27137655185906,59.018074223820804,72.2413724893027
21,Chokkasandra,Bengaluru,2024,3,63.67634492189331,71.89488861177016,73.35246220958838,72.6723431877318,72.70512525742771,65.9446488406091,61.22363601061188
67,Ganga Nagar,Bengaluru,2021,3,75.52390489582613,66.42827829794993,61.314914130743695,73.05317223338713,87.94603812709946,85.26942748212502,65.03641162893197
67,Ganga Nagar,Bengaluru,2022,3,70.67217456713226,80.07046252342433,80.93574226120352,77.43874866135502,69.41990095893107,68.96856461388556,63.87438672505345
67,Ganga Nagar,Bengaluru,2023,3,75.51048976337259,81.76850994597415,90.5020199619565,85.4432265048507,77.72775798747769,80.8902380669828,88.85346165984544
67,Ganga Nagar,Bengaluru,2024,3,69.33674701825403,68.3476297244559,58.21152947279888,78.41776756342847,73.58373239628924,63.90960312832328,74.48776755042974
22,Peenya Industrial Area,Bengaluru,2021,3,39.50792942363952,31.779081267632098,44.6551252914235,39.914083441715384,50.400665093065086,39.91119944587938,50.073374433195724
22,Peenya Industrial Area,Bengaluru,2022,3,41.53568195866497,49.06875401183187,38.640167945036886,34.215986527677785,22.686989011198534,46.638427072137354,45.14496849926891
22,Peenya Industrial Area,Bengaluru,2023,3,38.05594385840022,30.783373370135614,23.492283828436676,35.06769503453216,41.65265133258554,35.90082476039487,36.18019151911209
22,Peenya Industrial Area,Bengaluru,2024,3,39.40885691354411,39.68864669674033,47.91844729577841,37.33971255996951,44.29232492265905,46.656131088479015,52.89447562327338
23,Rajagopal Nagar,Bengaluru,2021,3,87.91181959890469,87.75414546049545,80.65915124787344,87.09453472366991,100.0,87.76418147876208,82.77436790752994
23,Rajagopal Nagar,Bengaluru,2022,3,81.04739953507168,72.56466609724495,69.91379119239116,73.60831631422712,67.12350727556345,73.82394298805988,85.27364187916811
23,Rajagopal Nagar,Bengaluru,2023,3,82.10261618052837,90.0383843786486,81.32146538841454,85.45377095094892,68.99541102859357,75.9483965567018,68.32867466852274
23,Rajagopal Nagar,Bengaluru,2024,3,81.43184673760933,74.97205642314427,69.09292275032101,73.84456415962136,79.86299745891836,75.55852110572519,77.3599425690516
63,Hebbala,Bengaluru,2021,3,79.36386712231263,70.15010991913461,88.3461790895839,81.92187491213079,62.6342284002675,86.83543960444817,91.99003913826702
63,Hebbala,Bengaluru,2022,3,75.228695317491,81.35272091335223,82.67648602900076,68.91911570461855,63.60266825095941,72.63813737331864,74.76438487322164
63,Hebbala,Bengaluru,2023,3,76.1490552317167,75.39974955437967,83.5731833757294,66.88271928952867,66.24653300547753,80.41604694940776,88.00526036233268
63,Hebbala,Bengaluru,2024,3,77.78105368867213,69.92449391546765,76.20342469337577,78.43339901777259,67.47987383406132,73.16591830765975,74.09957858181082
24,Hegganahalli,Bengaluru,2021,3,47.77605163635421,42.0050117762851,42.60097220169165,40.17129427273923,63.39714286595001,49.647900707435184,53.149121210688904
24,Hegganahalli,Bengaluru,2022,3,49.539681969813,41.27808773156148,50.65287822436944,51.27650433023059,59.357260937186204,48.172872894406595,38.367091053679914
24,Hegganahalli,Bengaluru,2023,3,48.18608294450878,51.104427771140806,50.309432084576144,45.308017462465706,67.64669289622796,50.30157933164652,40.302886696588615
24,Hegganahalli,Bengaluru,2024,3,46.08385137236575,41.003005940055914,35.90429257015242,39.815191853391866,37.48765812011963,39.551323278260845,57.98681411115851
25,Sunkadakatte,Bengaluru,2021,3,48.427237420022074,46.635173959815305,62.89859592728027,40.66801546338312,44.341461381851744,57.816646085529456,59.39245119684148
25,Sunkadakatte,Bengaluru,2022,3,45.76115179476893,39.17890354257025,50.82044839250186,54.348671577320644,48.03166751532612,47.193405584166925,39.16052460457745
25,Sunkadakatte,Bengaluru,2023,3,45.05256100989476,41.52614573797963,42.81565416838726,45.204768583583856,34.74895030649797,37.34929750467883,48.37116228314373
25,Sunkadakatte,Bengaluru,2024,3,48.994505738545655,42.0817600440297,48.42870879419018,49.64629438957737,31.067447211442733,45.72659130242407,38.02694604671488
26,Dodda Bidarakallu,Bengaluru,2021,3,53.152805267303975,49.59988216679844,62.44903864294302,48.24561836257925,60.412914156261145,58.35736246509771,56.02196748553931
26,Dodda Bidarakallu,Bengaluru,2022,3,47.37161208487721,44.34897741573712,60.25748641231199,53.9840002406318,65.97268851153771,39.85755655458811,54.29763634098654
26,Dodda Bidarakallu,Bengaluru,2023,3,45.06553360506113,36.39545895239668,52.2991530837629,46.55499586865936,58.73868467539201,37.86098113758692,53.92355296085783
26,Dodda Bidarakallu,Bengaluru,2024,3,44.88976237206157,38.17507833068143,54.32700397900303,48.19370678598557,45.81237936282634,42.06637205453162,56.20577859645482
30,Nagadevanahalli,Bengaluru,2021,3,56.85689532789496,55.63959349929933,53.165228210642184,56.11049104128709,48.91201029446064,61.80908293141998,56.938507030669335
30,Nagadevanahalli,Bengaluru,2022,3,57.686646665924876,55.364471093389106,58.99323249934453,65.81608888521582,62.65616650248456,50.02460748009216,70.88161037432913
30,Nagadevanahalli,Bengaluru,2023,3,52.03995707975005,44.8253985330178,60.860712757858934,54.44141219832032,53.37840075880291,59.9178087407692,60.697873416485976
30,Nagadevanahalli,Bengaluru,2024,3,51.80812161113467,46.77790440742399,59.12651038831498,42.47877030585026,54.603709005987334,57.05729532594849,63.11109071398715
27,Lingadheeranahalli,Bengaluru,2021,3,66.82661247017083,59.039247209274976,77.22018122220638,59.376385716810475,62.71810409258552,72.7725197857619,56.32413529063405
27,Lingadheeranahalli,Bengaluru,2022,3,65.83656510738138,70.23729583830286,70.0709940939403,69.71553399672338,67.54554284128523,60.87254628552043,61.20744491249896
27,Lingadheeranahalli,Bengaluru,2023,3,67.69854503678698,69.3663809321094,64.72408753969617,66.93866110966964,85.5898786212596,60.765573099108586,70.2854399972909
27,Lingadheeranahalli,Bengaluru,2024,3,64.72858177779719,55.090785454214,75.89229904612174,73.37094742746943,67.33390912136555,68.66159825533504,77.40356321311606
28,Herohalli,Bengaluru,2021,3,55.96291626803782,57.48868347137409,59.1643676595235,54.44552969408554,65.42068569302674,64.65025656341811,68.72997165524112
28,Herohalli,Bengaluru,2022,3,55.569906297302765,65.26673027654945,65.73684889068079,48.063159921368104,72.40358160199766,62.967833538545335,56.135048011084926
28,Herohalli,Bengaluru,2023,3,58.42755287759651,49.522785654037136,53.48347012697354,64.48462184955673,38.612833797780624,55.0975363114194,55.37261368532481
28,Herohalli,Bengaluru,2024,3,63.63608200302282,60.56300189034204,59.04467805990965,68.38610696521779,61.72479963861511,58.12817846182246,62.20926748700362
29,Ullalu,Bengaluru,2021,3,49.86918117397412,49.83653662876371,47.43694465911056,58.166099195336116,44.36493713863945,51.48094817953499,53.837109811560026
29,Ullalu,Bengaluru,2022,3,54.74068502907899,48.30140436647402,68.57279455316265,47.71393958414125,51.32564997815994,46.447678390651866,69.64691258445741
29,Ullalu,Bengaluru,2023,3,54.05916148211232,45.400691029880875,61.55797559408766,48.257273344024036,69.98133305974088,48.161954291752465,44.779793102022325
29,Ullalu,Bengaluru,2024,3,52.82598076001188,54.12280342526421,39.79723994286245,58.336533093912095,50.95753414993298,53.31378614656348,51.048863168158725
35,Yeshwanthpura,Bengaluru,2021,3,68.12978357558926,61.23458849420351,58.58762749044739,75.3654959958596,85.97440206093457,65.59596990118432,61.252123769895874
35,Yeshwanthpura,Bengaluru,2022,3,66.62072197348805,57.12844908669494,56.305299894473755,70.940166550436,72.9776796498941,57.16264182355771,58.27988683147653
35,Yeshwanthpura,Bengaluru,2023,3,69.25230769849436,59.64651845358165,57.37556515803158,75.25062940595815,56.39409418066771,72.30722985553186,61.397791129896156
35,Yeshwanthpura,Bengaluru,2024,3,64.96510217250162,69.4104408096148,75.63599621569018,71.56949946384145,60.85244335723981,68.32680490391454,56.11463103497624
31,Bande Mutt,Bengaluru,2021,3,50.24058191455308,40.5006203847678,37.805837840187124,44.39830701747363,31.30187006950587,43.869290616349026,52.731828743643845
31,Bande Mutt,Bengaluru,2022,3,50.203940840111635,56.55281207488045,45.45846139104791,45.39240950873749,45.39163716680231,52.00983969040779,43.24585006479792
31,Bande Mutt,Bengaluru,2023,3,45.37134025125429,46.4122838682939,43.455136125313786,41.26065544209264,63.30947252974055,50.64345613444951,34.57473552424786
31,Bande Mutt,Bengaluru,2024,3,46.15153571183702,54.04258024971885,55.147193390256476,44.65580580122169,27.050308044641717,41.525082899535946,47.400562151663024
36,Jalahalli,Bengaluru,2021,3,50.72538603841684,43.512507519873324,60.773293142395815,60.413429652487885,51.752993330524276,44.158971755382915,43.894605833997915
36,Jalahalli,Bengaluru,2022,3,57.28949724968981,49.64451890749263,59.584991515117416,52.77060166343393,59.456617350321544,60.317905016727096,67.18175136090585
36,Jalahalli,Bengaluru,2023,3,48.25646747066963,40.99418007204577,60.257026726112784,55.73426902191993,52.152991557481954,50.2668046793427,53.207567707057294
36,Jalahalli,Bengaluru,2024,3,57.290628643334415,55.66603914117588,53.78478449081934,57.66898274899117,39.169267314336615,50.616296018456005,64.43163713612553
52,Shakthi Ganapathi Nagar,Bengaluru,2021,3,57.51780404288001,52.42478623650643,54.196672464139304,53.291678778294006,51.74471270147797,61.89872214656492,51.43145551157526
52,Shakthi Ganapathi Nagar,Bengaluru,2022,3,56.246786970207125,59.52021027746009,69.35167914994986,60.89822891441213,44.8444021138374,46.87044967143282,49.11470829920188
52,Shakthi Ganapathi Nagar,Bengaluru,2023,3,52.000541083058636,51.92786602708336,54.90582655056531,48.68541889939785,62.83702923289151,44.13250614573407,39.2546745351329
52,Shakthi Ganapathi Nagar,Bengaluru,2024,3,56.44119611027811,60.209244038832836,54.4860162683905,51.36923677506025,69.2052888172461,62.429513689657696,62.282090235910914
32,Kengeri,Bengaluru,2021,3,61.42545595845749,58.64493389725803,49.172918158256515,69.77172746770235,46.89820119521595,70.43020303487354,59.805629147196164
32,Kengeri,Bengaluru,2022,3,60.942158763550204,68.40107548107837,67.90890535583704,67.0733817207792,67.2934934319789,64.78769005390726,71.41802831050978
32,Kengeri,Bengaluru,2023,3,60.417398926198025,54.841587762590066,75.04743916609743,69.29858571993029,41.994471380938265,64.5289023765118,73.174848448668
32,Kengeri,Bengaluru,2024,3,61.20260159529292,69.51236754705376,47.22098095286688,65.15100694022972,53.09656189019495,69.69052550282353,75.33434895025395
33,Hemmigepura,Bengaluru,2021,3,75.07506042926025,82.31591344904652,85.41154238531236,71.45706989412535,88.23167939528734,65.8152131235701,77.96315678372184
33,Hemmigepura,Bengaluru,2022,3,71.5385871204584,63.07765115304258,77.42725039680259,68.33608639581972,80.52925798160886,62.84571393643725,65.99729725537671
33,Hemmigepura,Bengaluru,2023,3,78.24014991107525,74.61519996971664,82.01689120418553,85.95970487579899,82.87467743836743,72.89933940614793,63.97217335777139
33,Hemmigepura,Bengaluru,2024,3,70.54561237118948,78.03964582487347,71.41372639200584,79.3269663414474,82.49694180213609,80.50429458185623,66.06696683474078
34,JP Park,Bengaluru,2021,3,48.00462933321861,47.60214173929678,51.82979322976971,55.47817161694539,67.36796810119041,53.37009761050898,45.53763279823862
34,JP Park,Bengaluru,2022,3,51.3611432130151,46.13668612838114,39.675366606956935,48.45358636583063,42.85070287917837,47.2873056221349,43.369375744512396
34,JP Park,Bengaluru,2023,3,44.16405954446032,53.91850733918095,41.997253556536194,41.850592487653955,51.34995085218311,38.52913730176161,57.66289506296708
34,JP Park,Bengaluru,2024,3,44.87943022024878,43.23104573594735,56.25297944711372,53.77407066607698,43.57549067024357,47.14765800446293,34.89044860301104
41,Kottegepalya,Bengaluru,2021,3,60.45726674244696,69.31190222514948,64.94666621221802,62.612002640024144,60.964807183107304,55.07066297680213,50.75310770261221
41,Kottegepalya,Bengaluru,2022,3,60.00493235005507,65.59662182139013,55.50869012505697,51.161785881323,78.76903755568753,67.68065004932359,72.83750084591146
41,Kottegepalya,Bengaluru,2023,3,59.879502220807396,57.80434259886057,67.62665649193013,63.79991458188324,46.0353384744016,66.19616472061975,51.61271937590722
41,Kottegepalya,Bengaluru,2024,3,63.510293957546665,65.36909265438072,65.912880192681,55.34003070550176,78.60872846276189,58.82229480932079,52.39574159603079
53,Vrisabhavathi Nagar,Bengaluru,2021,3,71.21517058108944,78.45772292639845,80.50065282283578,74.32001019386988,73.24946540545501,62.95490577931764,68.46876697321039
53,Vrisabhavathi Nagar,Bengaluru,2022,3,64.25619343639517,68.72459571016687,64.13246548875829,55.877117754548124,53.06352151438762,67.92136870958709,51.54011922110417
53,Vrisabhavathi Nagar,Bengaluru,2023,3,66.61012086893166,66.22185241546462,69.38235440871719,73.10374018743464,60.52248918501938,70.17044392011293,68.58207978880539
53,Vrisabhavathi Nagar,Bengaluru,2024,3,70.44495546234349,76.39347589448205,75.19851050209625,77.45659004422832,85.13672350073558,74.61221499664418,80.55535531325364
70,Kushal Nagar,Bengaluru,2021,3,43.891676290002906,46.26390385430659,51.47317547673214,37.06377839586438,59.12650665796004,51.32854684490755,29.76909478103968
70,Kushal Nagar,Bengaluru,2022,3,38.378967247134355,35.081344332317194,45.684214935882586,31.594165168100517,51.09764821189684,45.021650806289195,38.60299925995944
70,Kushal Nagar,Bengaluru,2023,3,39.96064990414903,42.29918827166387,54.396235244971734,42.59692044448239,30.35279314671542,42.64076396614126,41.16021129562469
70,Kushal Nagar,Bengaluru,2024,3,38.16007496066948,43.38063301071004,39.39807232095279,47.41991503784938,31.83496160221693,40.81251282334844,51.12091812597001
42,Srigandhadakaval,Bengaluru,2021,3,71.71180320792924,75.4695176539455,58.746914981084394,67.73107454686556,80.0386867537405,63.05881523730467,74.17691701321743
42,Srigandhadakaval,Bengaluru,2022,3,68.54867351323949,59.46351418948975,79.69477769781078,78.01845289678744,87.30378772466716,73.54171014809799,57.45126071715845
42,Srigandhadakaval,Bengaluru,2023,3,62.585387500152734,53.02785853073268,57.29369407463897,62.358251308246054,73.40168421246446,66.25129503228284,60.962468691455186
42,Srigandhadakaval,Bengaluru,2024,3,72.31076333714184,70.8343893818613,70.8523740670321,65.58323976097522,84.10314528713901,76.18440785277161,63.93385172080465
54,Mattikere,Bengaluru,2021,3,49.478578586675255,52.56880287229796,42.67636439662154,58.49584983168346,35.520894257911266,48.125274607527295,62.78705619170322
54,Mattikere,Bengaluru,2022,3,49.058845042568976,47.01073300182486,42.28530111302908,58.73839800176554,45.4322052951707,56.94082911615166,40.957483219301565
54,Mattikere,Bengaluru,2023,3,42.98492639477323,46.018262902290935,39.040716706486066,50.27209139156597,41.91332266243552,52.34879495306767,33.55069186586687
54,Mattikere,Bengaluru,2024,3,50.43955409384554,55.85799098672658,60.783050937352165,55.660033912705515,55.48836695910215,43.064451647493286,36.41533947858309
55,Malleswaram,Bengaluru,2021,3,44.09382482954496,50.02457064906848,43.53949537492146,36.439988608792845,29.101256517646974,47.805130574124384,42.00300167652884
55,Malleswaram,Bengaluru,2022,3,42.843267151751945,34.12744589325463,45.30240920918391,38.2231352404539,54.745631177239474,39.05050633022342,41.49987162420598
55,Malleswaram,Bengaluru,2023,3,38.65179056228317,36.50166169041687,38.049955603796874,40.65220152466924,30.318293710655297,42.55142828481402,49.4554624779593
55,Malleswaram,Bengaluru,2024,3,38.32350993782115,37.93364888297773,26.471415290366394,33.1644102550717,57.79001366850701,31.173420795851413,38.29015454136183
